                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.44185,                0.28399,                0.87089,                0.88449,                 0.8252,                0.89153,                0.74963,                0.59549,                0.42701,                0.89135,              5.116e-05,              5.116e-05,              5.116e-05
                    151,                0.43303,                0.28001,                0.86034,                0.88474,                0.83998,                0.90995,                0.76665,                0.59965,                0.40472,                0.89724,              5.083e-05,              5.083e-05,              5.083e-05
                    152,                 0.4235,                0.27398,                0.85758,                0.87517,                0.87799,                 0.9135,                0.78216,                0.59822,                0.40658,                0.90172,               5.05e-05,               5.05e-05,               5.05e-05
                    153,                0.41232,                0.27168,                0.86739,                0.89866,                0.84276,                0.91621,                0.77475,                0.58424,                0.41151,                0.89889,              5.017e-05,              5.017e-05,              5.017e-05
                    154,                 0.4267,                0.27378,                0.86026,                0.85773,                0.83809,                0.89014,                0.75988,                 0.5929,                0.41845,                0.89999,              4.984e-05,              4.984e-05,              4.984e-05
                    155,                0.42233,                0.27077,                 0.8583,                0.89291,                 0.8401,                0.89639,                0.75022,                0.59548,                0.42044,                0.91046,              4.951e-05,              4.951e-05,              4.951e-05
                    156,                0.41887,                0.27985,                0.85792,                0.84348,                0.83026,                 0.8791,                0.72863,                0.58561,                0.43237,                0.90793,              4.918e-05,              4.918e-05,              4.918e-05
                    157,                  0.412,                 0.2713,                0.86777,                 0.8836,                0.81284,                 0.8785,                0.74141,                0.58648,                0.43646,                0.90412,              4.885e-05,              4.885e-05,              4.885e-05
                    158,                0.44844,                0.28661,                0.85778,                0.89532,                0.80904,                0.88577,                0.74643,                0.58169,                0.44014,                0.89752,              4.852e-05,              4.852e-05,              4.852e-05
                    159,                0.42237,                0.27476,                0.86764,                0.84044,                0.88706,                0.89307,                 0.7458,                 0.5849,                0.41962,                0.89725,              4.819e-05,              4.819e-05,              4.819e-05
                    160,                0.43684,                0.27948,                0.86652,                0.87494,                0.85356,                0.88484,                0.74867,                0.57981,                0.41922,                0.89577,              4.786e-05,              4.786e-05,              4.786e-05
                    161,                0.39694,                 0.2638,                0.86249,                 0.8733,                0.84801,                0.88412,                0.74534,                0.58267,                 0.4238,                0.89688,              4.753e-05,              4.753e-05,              4.753e-05
                    162,                0.41287,                0.26607,                0.85181,                0.86374,                0.85664,                0.90241,                 0.7541,                0.59958,                0.40465,                0.90076,               4.72e-05,               4.72e-05,               4.72e-05
                    163,                0.42101,                0.27129,                0.85837,                0.88633,                0.83885,                0.89039,                0.73944,                0.59803,                0.42163,                0.90101,              4.687e-05,              4.687e-05,              4.687e-05
                    164,                0.41074,                0.26751,                0.85927,                0.86821,                0.81846,                0.86066,                0.72893,                0.58825,                0.42967,                0.90158,              4.654e-05,              4.654e-05,              4.654e-05
                    165,                 0.4241,                0.27216,                0.85505,                0.87289,                0.80271,                0.86176,                0.72195,                0.59803,                0.45078,                0.90629,              4.621e-05,              4.621e-05,              4.621e-05
                    166,                0.40885,                0.26945,                0.85693,                0.88249,                 0.8001,                0.87134,                0.73601,                0.58029,                0.43083,                0.90305,              4.588e-05,              4.588e-05,              4.588e-05
                    167,                0.41514,                0.26799,                0.85488,                0.88384,                0.82481,                0.88132,                0.74429,                0.57938,                0.41755,                0.90132,              4.555e-05,              4.555e-05,              4.555e-05
                    168,                0.41409,                0.26445,                0.85312,                0.85312,                0.85558,                0.88272,                0.73914,                0.58793,                0.42416,                0.90058,              4.522e-05,              4.522e-05,              4.522e-05
                    169,                0.40618,                0.26425,                  0.856,                0.83483,                0.84684,                0.88538,                0.74686,                0.59553,                0.41539,                0.90531,              4.489e-05,              4.489e-05,              4.489e-05
                    170,                0.40577,                0.26462,                0.85055,                0.91317,                0.81046,                0.90176,                0.76618,                0.57943,                0.39719,                0.90132,              4.456e-05,              4.456e-05,              4.456e-05
                    171,                0.40218,                0.26451,                0.85612,                0.89628,                0.83678,                0.88912,                0.76194,                0.58646,                0.40839,                 0.9088,              4.423e-05,              4.423e-05,              4.423e-05
                    172,                0.42344,                0.26822,                0.85171,                0.88083,                0.84539,                0.88457,                0.75229,                0.58848,                0.41438,                0.91005,               4.39e-05,               4.39e-05,               4.39e-05
                    173,                0.40052,                 0.2638,                0.86348,                0.87402,                0.84803,                0.90824,                0.76802,                0.57974,                0.41396,                0.90806,              4.357e-05,              4.357e-05,              4.357e-05
                    174,                0.37557,                0.24916,                0.84062,                0.81784,                0.88577,                0.92038,                0.78243,                 0.5852,                0.41444,                0.90539,              4.357e-05,              4.357e-05,              4.357e-05
                    175,                0.36551,                0.23882,                0.84605,                 0.8722,                0.85943,                 0.9169,                 0.7683,                0.59452,                0.40273,                0.90528,              4.291e-05,              4.291e-05,              4.291e-05
                    176,                 0.3736,                0.23852,                0.84389,                0.88737,                0.86001,                0.88689,                 0.7562,                 0.5919,                0.41132,                0.90814,              4.258e-05,              4.258e-05,              4.258e-05
                    177,                0.38851,                0.24857,                0.85163,                0.90383,                0.83452,                0.90894,                0.76754,                0.59492,                0.42991,                0.91196,              4.225e-05,              4.225e-05,              4.225e-05
                    178,                0.36063,                0.23586,                0.84381,                 0.9195,                0.81927,                0.90991,                0.76349,                0.59007,                0.40784,                0.91056,              4.192e-05,              4.192e-05,              4.192e-05
                    179,                0.37507,                0.24116,                0.84265,                0.91931,                0.82394,                0.90671,                0.76004,                0.59411,                0.41686,                0.91245,              4.159e-05,              4.159e-05,              4.159e-05
                    180,                0.36609,                0.23351,                0.84658,                0.93524,                0.79568,                0.90115,                  0.752,                0.58465,                0.42578,                0.90093,              4.126e-05,              4.126e-05,              4.126e-05
                    181,                0.37666,                0.24268,                0.85224,                0.91453,                0.80795,                0.89762,                0.75363,                0.58578,                0.42923,                0.89887,              4.093e-05,              4.093e-05,              4.093e-05
                    182,                0.36849,                0.24081,                0.84163,                 0.9094,                 0.8487,                0.91643,                0.76645,                0.58641,                0.41975,                0.90054,               4.06e-05,               4.06e-05,               4.06e-05
                    183,                0.35674,                0.23344,                0.83945,                0.83431,                0.89391,                0.91292,                0.76564,                0.58267,                0.40391,                0.90011,              4.027e-05,              4.027e-05,              4.027e-05
                    184,                0.35289,                0.23488,                0.84606,                0.87823,                 0.8551,                0.91725,                0.77433,                 0.5811,                0.40212,                0.89988,              3.994e-05,              3.994e-05,              3.994e-05
                    185,                0.36527,                0.23472,                0.84274,                 0.8412,                0.86635,                0.91436,                0.77568,                0.58265,                0.40715,                0.89535,              3.961e-05,              3.961e-05,              3.961e-05
                    186,                0.36278,                0.23369,                0.83651,                0.94545,                0.77986,                0.90766,                0.76551,                0.58075,                0.42766,                0.89671,              3.928e-05,              3.928e-05,              3.928e-05
                    187,                0.36545,                0.24051,                 0.8396,                0.81182,                0.88437,                0.91322,                0.77015,                0.58464,                0.42988,                0.90057,              3.895e-05,              3.895e-05,              3.895e-05
                    188,                0.35852,                0.23045,                0.84756,                0.91683,                0.78862,                0.91112,                  0.776,                0.57219,                0.42752,                0.89432,              3.862e-05,              3.862e-05,              3.862e-05
                    189,                0.37918,                 0.2429,                0.83739,                0.82041,                0.87517,                0.92107,                0.77669,                0.57724,                 0.4246,                0.89362,              3.829e-05,              3.829e-05,              3.829e-05
                    190,                0.35902,                0.23171,                0.84884,                0.84629,                0.86146,                0.91847,                0.77596,                0.57659,                0.40877,                0.89562,              3.796e-05,              3.796e-05,              3.796e-05
                    191,                0.37518,                0.23794,                0.84848,                0.88625,                0.84562,                0.91485,                 0.7815,                0.56797,                0.40658,                0.89151,              3.763e-05,              3.763e-05,              3.763e-05
                    192,                0.34392,                0.22525,                0.84621,                0.87237,                 0.8398,                0.90334,                0.76674,                  0.578,                0.43392,                0.89665,               3.73e-05,               3.73e-05,               3.73e-05
                    193,                0.35919,                0.22952,                0.83601,                0.86883,                0.84991,                0.90742,                0.76301,                0.58711,                0.42542,                0.90296,              3.697e-05,              3.697e-05,              3.697e-05
                    194,                0.36625,                 0.2345,                0.84124,                0.86918,                0.86751,                0.91513,                0.77296,                0.58592,                0.41938,                0.91228,              3.664e-05,              3.664e-05,              3.664e-05
                    195,                0.35661,                0.22857,                0.84058,                 0.8457,                0.86713,                0.92081,                0.77185,                0.57895,                0.40645,                0.90726,              3.631e-05,              3.631e-05,              3.631e-05
                    196,                0.36033,                 0.2292,                0.83496,                0.80679,                 0.8841,                0.91394,                0.76429,                0.58829,                 0.4195,                0.91302,              3.598e-05,              3.598e-05,              3.598e-05
                    197,                 0.3529,                0.23215,                 0.8384,                0.86237,                 0.8747,                0.91724,                0.77187,                 0.5886,                0.43706,                0.91294,              3.565e-05,              3.565e-05,              3.565e-05
                    198,                0.35811,                0.22699,                0.83826,                0.91472,                0.85221,                0.92353,                0.77142,                0.57819,                0.42763,                0.90968,              3.532e-05,              3.532e-05,              3.532e-05
                    199,                0.35386,                0.22736,                0.83877,                0.91553,                0.84363,                0.91585,                0.76642,                0.58537,                0.41905,                0.90845,              3.499e-05,              3.499e-05,              3.499e-05
                    200,                0.34349,                0.22354,                0.83737,                0.87434,                0.85479,                0.91683,                0.76989,                 0.5834,                0.41024,                0.90213,              3.466e-05,              3.466e-05,              3.466e-05
                    201,                0.34747,                0.22721,                0.83293,                0.86916,                0.86603,                0.92186,                0.77821,                0.58542,                0.41536,                0.90366,              3.433e-05,              3.433e-05,              3.433e-05
                    202,                0.34421,                0.22323,                0.83805,                 0.8639,                0.87309,                0.92059,                0.77901,                0.58122,                0.41312,                0.90405,                3.4e-05,                3.4e-05,                3.4e-05
                    203,                0.36304,                0.23072,                0.83496,                0.92621,                0.83097,                 0.9112,                0.78018,                0.58688,                0.41691,                0.90096,              3.367e-05,              3.367e-05,              3.367e-05
                    204,                0.33789,                0.22432,                0.84193,                0.90502,                0.82503,                0.89955,                0.77879,                0.57543,                0.41331,                0.90058,              3.334e-05,              3.334e-05,              3.334e-05
                    205,                0.36002,                0.23629,                 0.8457,                0.87938,                0.83182,                0.89718,                0.76783,                0.58706,                0.42482,                0.90033,              3.301e-05,              3.301e-05,              3.301e-05
                    206,                0.39939,                0.24938,                0.84551,                0.87432,                0.84367,                0.91026,                0.78035,                 0.5887,                0.42804,                0.90492,              3.268e-05,              3.268e-05,              3.268e-05
                    207,                0.35159,                0.23139,                 0.8458,                0.89401,                0.84435,                0.91797,                0.78386,                0.58681,                0.44351,                0.90054,              3.235e-05,              3.235e-05,              3.235e-05
                    208,                0.38469,                0.24491,                0.84216,                0.89696,                0.86636,                0.91647,                0.77732,                0.58534,                0.42723,                0.90183,              3.202e-05,              3.202e-05,              3.202e-05
                    209,                0.35024,                0.23143,                0.84269,                0.92321,                0.86593,                 0.9149,                0.77583,                0.59007,                0.42188,                0.90742,              3.169e-05,              3.169e-05,              3.169e-05
                    210,                0.36218,                0.23472,                0.84188,                0.90237,                0.87135,                0.92014,                0.77276,                0.58733,                0.42035,                0.90457,              3.136e-05,              3.136e-05,              3.136e-05
                    211,                0.37669,                0.24634,                0.84715,                0.90019,                0.85437,                0.91858,                0.76932,                0.58369,                0.42303,                0.90185,              3.103e-05,              3.103e-05,              3.103e-05
                    212,                 0.3688,                0.24103,                0.84055,                0.88236,                 0.8622,                0.91083,                0.77096,                0.57934,                0.41149,                0.89947,               3.07e-05,               3.07e-05,               3.07e-05
                    213,                0.34122,                0.22752,                0.84379,                 0.8763,                0.85117,                0.91228,                0.77449,                0.57763,                0.41933,                0.89659,              3.037e-05,              3.037e-05,              3.037e-05
                    214,                0.35986,                0.24106,                0.84844,                0.87344,                0.86957,                 0.9168,                0.77764,                 0.5809,                0.42074,                0.89888,              3.004e-05,              3.004e-05,              3.004e-05
                    215,                0.35944,                0.23718,                0.84707,                0.91431,                0.84153,                0.91387,                0.77106,                 0.5875,                0.41363,                 0.9007,              2.971e-05,              2.971e-05,              2.971e-05
                    216,                0.33066,                0.22637,                0.85027,                0.90562,                0.84535,                0.91243,                0.77051,                0.59073,                0.42992,                0.90442,              2.938e-05,              2.938e-05,              2.938e-05
                    217,                0.35988,                0.23654,                0.84386,                0.89613,                0.84219,                0.91285,                0.77019,                0.58727,                0.44298,                 0.9067,              2.905e-05,              2.905e-05,              2.905e-05
                    218,                0.37413,                 0.2382,                0.84243,                0.90121,                0.83503,                0.90928,                0.76965,                0.58569,                0.44576,                0.90912,              2.872e-05,              2.872e-05,              2.872e-05
                    219,                0.33461,                0.22374,                0.85069,                0.89734,                0.82816,                0.90444,                0.76692,                0.58506,                0.44638,                0.90386,              2.839e-05,              2.839e-05,              2.839e-05
                    220,                0.34123,                0.22671,                0.83717,                0.89777,                0.82602,                0.90822,                0.78001,                0.57097,                0.42865,                0.89515,              2.806e-05,              2.806e-05,              2.806e-05
                    221,                0.33806,                0.22848,                0.84307,                0.89395,                0.83411,                 0.9103,                0.77549,                 0.5749,                 0.4307,                0.89493,              2.773e-05,              2.773e-05,              2.773e-05
                    222,                0.34289,                0.22448,                0.84171,                0.91198,                0.80601,                0.90902,                0.77384,                0.57312,                0.44297,                0.89136,               2.74e-05,               2.74e-05,               2.74e-05
                    223,                0.32919,                0.22128,                0.84278,                0.88802,                0.82281,                0.91106,                0.77656,                0.57386,                0.43557,                 0.8911,              2.707e-05,              2.707e-05,              2.707e-05
                    224,                0.36125,                0.23192,                0.83386,                0.88438,                0.81721,                0.91237,                0.77239,                 0.5784,                0.43228,                0.89347,              2.674e-05,              2.674e-05,              2.674e-05
                    225,                0.34886,                0.22725,                0.83502,                 0.9138,                0.80567,                0.91072,                0.77504,                0.58508,                0.43254,                0.89974,              2.641e-05,              2.641e-05,              2.641e-05
                    226,                0.34178,                0.22419,                0.84351,                0.89904,                 0.8161,                0.90857,                0.77057,                0.58874,                0.43928,                0.90099,              2.608e-05,              2.608e-05,              2.608e-05
                    227,                0.33357,                0.21985,                0.83752,                0.87133,                0.84886,                0.91176,                0.76726,                0.58531,                 0.4397,                0.89851,              2.575e-05,              2.575e-05,              2.575e-05
                    228,                0.34574,                0.22741,                 0.8459,                 0.8761,                0.84458,                0.91285,                0.77254,                0.57811,                0.44743,                0.89611,              2.542e-05,              2.542e-05,              2.542e-05
                    229,                 0.3488,                0.22763,                0.83679,                0.88037,                0.84797,                 0.9111,                0.77395,                0.57814,                0.43111,                0.89575,              2.509e-05,              2.509e-05,              2.509e-05
                    230,                0.34623,                0.22662,                 0.8345,                0.87999,                0.84575,                0.90161,                 0.7571,                0.58087,                0.42959,                0.89793,              2.476e-05,              2.476e-05,              2.476e-05
                    231,                0.32861,                0.21863,                0.83856,                0.84842,                 0.8723,                 0.9077,                0.75671,                0.57896,                0.43081,                0.89248,              2.443e-05,              2.443e-05,              2.443e-05
                    232,                0.35209,                0.23016,                0.83943,                   0.92,                0.82479,                0.90747,                0.76213,                0.57103,                0.42304,                0.89009,               2.41e-05,               2.41e-05,               2.41e-05
                    233,                0.32258,                0.21599,                0.83509,                0.92936,                0.82648,                0.90969,                0.76831,                0.57166,                0.41299,                0.89285,              2.377e-05,              2.377e-05,              2.377e-05
                    234,                0.32392,                0.21546,                0.83532,                 0.9262,                0.82572,                0.90726,                0.76998,                0.57207,                0.40922,                0.89295,              2.344e-05,              2.344e-05,              2.344e-05
                    235,                0.34599,                0.22958,                0.83888,                0.92667,                0.83249,                0.90552,                0.77019,                0.57097,                0.41346,                0.89166,              2.311e-05,              2.311e-05,              2.311e-05
                    236,                0.34279,                0.22092,                0.83769,                0.92866,                 0.8336,                 0.9115,                0.77602,                0.57087,                0.40465,                0.89279,              2.278e-05,              2.278e-05,              2.278e-05
                    237,                0.32465,                0.21497,                0.83535,                0.87152,                0.86697,                 0.9125,                0.77555,                0.58053,                0.41104,                 0.8945,              2.245e-05,              2.245e-05,              2.245e-05
                    238,                0.30946,                0.21061,                0.83659,                0.89436,                0.85708,                0.90854,                0.76838,                 0.5769,                0.41153,                0.89403,              2.212e-05,              2.212e-05,              2.212e-05
                    239,                0.33052,                0.21791,                0.83435,                0.85652,                0.86862,                0.91035,                0.76736,                0.57343,                0.41299,                 0.8922,              2.179e-05,              2.179e-05,              2.179e-05
                    240,                0.32866,                 0.2156,                0.84145,                0.90575,                0.82906,                0.90488,                0.76795,                0.56975,                0.41663,                0.89057,              2.146e-05,              2.146e-05,              2.146e-05
                    241,                0.31672,                0.21124,                0.83884,                0.91267,                0.82889,                0.89515,                0.75861,                0.58043,                 0.4356,                0.89578,              2.113e-05,              2.113e-05,              2.113e-05
                    242,                0.33539,                0.21771,                0.83475,                0.92171,                0.81872,                0.90406,                0.76769,                 0.5783,                0.42906,                0.89758,               2.08e-05,               2.08e-05,               2.08e-05
                    243,                0.33609,                  0.224,                0.84524,                 0.8987,                0.82726,                0.89414,                0.76226,                0.57364,                 0.4281,                0.89516,              2.047e-05,              2.047e-05,              2.047e-05
                    244,                 0.3262,                 0.2177,                0.84077,                0.89453,                0.82886,                0.89921,                0.77111,                 0.5736,                0.41926,                0.89332,              2.014e-05,              2.014e-05,              2.014e-05
                    245,                 0.3212,                0.21519,                0.82998,                0.89034,                 0.8351,                0.89912,                0.76965,                0.57034,                0.41886,                0.89053,              1.981e-05,              1.981e-05,              1.981e-05
                    246,                0.35543,                 0.2279,                0.83018,                0.90691,                0.83063,                0.90349,                0.77447,                0.56977,                 0.4283,                0.89152,              1.948e-05,              1.948e-05,              1.948e-05
                    247,                0.32859,                0.21575,                0.83302,                0.89934,                 0.8265,                0.90222,                 0.7745,                0.56752,                0.41938,                0.88999,              1.915e-05,              1.915e-05,              1.915e-05
                    248,                0.31831,                0.21139,                0.83052,                0.91276,                0.81521,                0.90648,                0.77301,                0.57116,                 0.4162,                0.89202,              1.882e-05,              1.882e-05,              1.882e-05
                    249,                0.32758,                 0.2127,                0.82493,                0.91906,                0.81121,                0.90118,                 0.7695,                0.56806,                0.42128,                0.89135,              1.849e-05,              1.849e-05,              1.849e-05
                    250,                0.28764,                 0.1943,                0.82918,                0.91141,                0.81307,                0.90293,                 0.7732,                0.56931,                0.42766,                0.89172,              1.816e-05,              1.816e-05,              1.816e-05
                    251,                0.31069,                0.20183,                0.83099,                0.89941,                0.82928,                 0.9038,                0.76908,                0.57018,                0.42718,                0.89389,              1.783e-05,              1.783e-05,              1.783e-05
                    252,                0.30909,                0.20584,                0.83425,                0.88354,                0.84739,                0.90803,                0.76756,                0.56845,                0.41255,                0.89111,               1.75e-05,               1.75e-05,               1.75e-05
                    253,                0.28113,                0.19302,                0.82815,                0.87969,                 0.8484,                0.90163,                0.77222,                0.56656,                0.41422,                 0.8922,              1.717e-05,              1.717e-05,              1.717e-05
                    254,                0.32239,                0.20848,                0.83649,                0.89563,                0.84748,                0.90316,                0.77546,                0.57154,                0.41731,                0.89485,              1.684e-05,              1.684e-05,              1.684e-05
                    255,                0.32207,                0.21047,                0.83333,                0.89786,                0.84328,                0.89686,                0.76539,                0.57165,                0.41108,                0.89409,              1.651e-05,              1.651e-05,              1.651e-05
                    256,                0.29909,                0.19955,                0.83445,                0.87803,                0.84027,                0.90542,                0.77464,                 0.5683,                0.40666,                0.89392,              1.618e-05,              1.618e-05,              1.618e-05
                    257,                0.33184,                0.21413,                 0.8307,                0.90032,                0.82756,                0.90907,                0.77594,                0.57075,                0.40591,                0.89431,              1.585e-05,              1.585e-05,              1.585e-05
                    258,                0.30835,                0.20226,                0.83728,                 0.9055,                0.82698,                0.91362,                 0.7804,                0.57307,                 0.4117,                 0.8937,              1.552e-05,              1.552e-05,              1.552e-05
                    259,                0.32251,                0.21232,                0.83192,                0.90208,                 0.8244,                0.91281,                0.78214,                0.57267,                0.41445,                0.89254,              1.519e-05,              1.519e-05,              1.519e-05
                    260,                0.30339,                0.20082,                0.83139,                0.89941,                0.83317,                0.91582,                0.78074,                0.57491,                0.40787,                0.89276,              1.486e-05,              1.486e-05,              1.486e-05
                    261,                0.30549,                 0.2047,                0.82957,                0.88882,                0.83984,                0.91666,                0.78921,                0.57303,                 0.3965,                0.89397,              1.453e-05,              1.453e-05,              1.453e-05
                    262,                0.33606,                0.21451,                0.83395,                0.89726,                0.82895,                 0.9189,                0.78704,                0.57194,                0.39783,                0.89338,               1.42e-05,               1.42e-05,               1.42e-05
                    263,                0.32528,                0.20912,                0.82846,                0.89083,                0.84137,                0.91871,                0.78401,                0.57229,                0.38864,                0.89312,              1.387e-05,              1.387e-05,              1.387e-05
                    264,                0.31587,                0.20263,                0.83036,                0.89002,                0.84133,                0.91213,                0.78323,                0.56985,                0.38705,                0.89264,              1.354e-05,              1.354e-05,              1.354e-05
                    265,                0.31765,                0.20647,                0.83464,                0.88116,                0.84404,                0.91372,                0.78392,                0.57331,                0.39713,                0.89347,              1.321e-05,              1.321e-05,              1.321e-05
                    266,                0.31655,                0.20324,                0.82197,                0.90728,                0.82093,                0.91985,                0.78883,                0.57297,                0.40517,                 0.8938,              1.288e-05,              1.288e-05,              1.288e-05
                    267,                0.30464,                0.20028,                0.83268,                0.89358,                0.84035,                0.92536,                0.78824,                0.57269,                 0.4015,                0.89727,              1.255e-05,              1.255e-05,              1.255e-05
                    268,                0.29947,                0.20456,                0.83356,                0.90263,                 0.8337,                0.92475,                0.78565,                0.56917,                0.39495,                 0.8994,              1.222e-05,              1.222e-05,              1.222e-05
                    269,                0.29498,                0.19389,                0.82768,                0.91043,                0.82984,                0.92411,                0.78225,                0.56872,                0.39574,                 0.8985,              1.189e-05,              1.189e-05,              1.189e-05
                    270,                0.29087,                0.19027,                0.83055,                0.91104,                0.82437,                0.92443,                0.78421,                0.56894,                0.40093,                0.89762,              1.156e-05,              1.156e-05,              1.156e-05
                    271,                0.29692,                0.19302,                0.83028,                0.91334,                0.81918,                0.91586,                0.77796,                0.57254,                0.40558,                0.89953,              1.123e-05,              1.123e-05,              1.123e-05
                    272,                0.30211,                0.19957,                 0.8256,                0.90134,                0.82871,                0.91803,                0.78533,                0.57246,                0.40688,                0.90149,               1.09e-05,               1.09e-05,               1.09e-05
                    273,                0.30389,                0.20294,                0.83205,                0.91729,                0.82897,                0.91734,                0.78474,                0.57341,                 0.4067,                0.90323,              1.057e-05,              1.057e-05,              1.057e-05
                    274,                0.29872,                0.19693,                0.82691,                0.92971,                0.82698,                0.92052,                 0.7857,                0.57327,                0.40508,                0.90404,              1.024e-05,              1.024e-05,              1.024e-05
                    275,                0.29646,                0.19487,                0.83354,                0.92364,                0.81853,                0.92254,                0.78973,                 0.5706,                0.40573,                0.90757,               9.91e-06,               9.91e-06,               9.91e-06
                    276,                 0.2973,                0.19634,                0.82958,                0.92865,                0.82002,                0.91976,                0.78609,                0.57551,                0.40471,                0.90836,               9.58e-06,               9.58e-06,               9.58e-06
                    277,                0.28393,                0.18971,                0.82422,                0.93312,                0.82087,                0.91635,                0.78024,                0.57503,                0.40198,                0.90665,               9.25e-06,               9.25e-06,               9.25e-06
                    278,                0.29279,                0.19221,                0.82302,                0.92113,                0.82815,                0.91926,                0.78372,                0.56983,                0.40235,                0.90401,               8.92e-06,               8.92e-06,               8.92e-06
                    279,                0.28745,                0.19457,                0.82807,                0.91951,                0.82887,                0.91928,                0.78513,                0.57113,                0.40215,                0.90544,               8.59e-06,               8.59e-06,               8.59e-06
                    280,                0.30192,                0.19834,                0.82334,                0.90412,                0.83244,                0.91967,                0.78103,                0.56973,                0.40344,                0.90546,               8.26e-06,               8.26e-06,               8.26e-06
                    281,                0.28227,                0.18966,                0.83013,                0.90675,                0.83155,                0.91349,                0.77955,                0.56768,                0.40068,                0.90563,               7.93e-06,               7.93e-06,               7.93e-06
                    282,                0.29418,                0.19212,                0.82498,                0.90717,                0.83384,                0.90861,                0.77544,                0.56896,                0.40104,                0.90508,                7.6e-06,                7.6e-06,                7.6e-06
                    283,                0.26602,                0.18185,                0.82834,                0.90866,                0.83318,                0.91389,                 0.7765,                0.56859,                0.39912,                0.90485,               7.27e-06,               7.27e-06,               7.27e-06
                    284,                0.27604,                0.18641,                0.82918,                  0.912,                0.83012,                0.91363,                0.77738,                 0.5697,                0.40061,                0.90523,               6.94e-06,               6.94e-06,               6.94e-06
                    285,                0.28692,                0.18832,                0.82469,                0.91189,                0.82736,                0.91247,                0.77946,                0.56736,                0.39898,                0.90461,               6.61e-06,               6.61e-06,               6.61e-06
                    286,                0.27484,                0.18684,                0.82948,                0.90879,                 0.8334,                0.91164,                0.77933,                0.56688,                0.39512,                 0.9038,               6.28e-06,               6.28e-06,               6.28e-06
                    287,                0.29436,                0.19531,                0.82484,                0.90928,                0.83373,                0.91619,                0.78162,                0.56535,                0.39603,                0.90253,               5.95e-06,               5.95e-06,               5.95e-06
                    288,                0.29148,                0.18865,                0.82967,                0.90343,                 0.8428,                0.91562,                0.78128,                0.56286,                0.39276,                 0.9019,               5.62e-06,               5.62e-06,               5.62e-06
                    289,                 0.2807,                0.18825,                0.82256,                0.90647,                0.84382,                0.91227,                0.77941,                0.56086,                0.39009,                0.90165,               5.29e-06,               5.29e-06,               5.29e-06
                    290,                0.29803,                0.19621,                0.82449,                0.91076,                0.84677,                0.91324,                0.77834,                0.56331,                0.38835,                0.90164,               4.96e-06,               4.96e-06,               4.96e-06
                    291,                0.24233,                0.16396,                0.79974,                 0.8667,                0.88066,                0.90959,                0.76933,                0.56822,                0.39425,                0.90658,               4.63e-06,               4.63e-06,               4.63e-06
                    292,                 0.2623,                0.17265,                 0.7853,                0.86374,                 0.8734,                0.90453,                0.76788,                 0.5707,                0.39899,                0.91022,                4.3e-06,                4.3e-06,                4.3e-06
                    293,                0.24766,                0.16592,                0.78477,                0.84985,                0.86579,                0.89849,                0.76666,                0.57071,                0.39918,                 0.9105,               3.97e-06,               3.97e-06,               3.97e-06
                    294,                 0.2523,                0.16816,                0.79244,                0.84162,                 0.8562,                0.89194,                0.76195,                0.56985,                0.40168,                0.90928,               3.64e-06,               3.64e-06,               3.64e-06
                    295,                 0.2592,                0.17052,                0.79226,                0.82364,                0.85847,                0.89614,                 0.7663,                0.56992,                0.40418,                0.90786,               3.31e-06,               3.31e-06,               3.31e-06
                    296,                0.25243,                0.16547,                0.78674,                0.81345,                0.85704,                0.89272,                0.76372,                  0.569,                0.40482,                0.90445,               2.98e-06,               2.98e-06,               2.98e-06
                    297,                0.23474,                0.15758,                0.78911,                0.90547,                0.79988,                0.89331,                0.76739,                0.56732,                 0.4042,                 0.9029,               2.65e-06,               2.65e-06,               2.65e-06
                    298,                0.25422,                 0.1666,                0.78406,                0.90332,                0.80727,                0.89222,                0.76523,                0.56804,                0.40506,                0.90087,               2.32e-06,               2.32e-06,               2.32e-06
                    299,                0.25139,                0.16391,                0.79263,                0.90178,                0.80846,                0.89306,                0.76586,                0.56833,                0.40443,                0.89962,               1.99e-06,               1.99e-06,               1.99e-06
                    300,                0.25966,                0.16795,                0.77952,                0.90141,                0.80943,                0.89379,                0.76935,                0.56904,                 0.4045,                0.90013,               1.66e-06,               1.66e-06,               1.66e-06
